word,first appearance,num months,term frequency,relative term frequency
ptfe,1975-2,385,4920,2.8416510190412087e-06
pthrp,1987-12,258,10879,7.236745204855896e-06
pts,1971-3,389,14894,8.57898753019452e-06
ptsd,1982-6,284,21757,1.3306640885702837e-05
ptt,1975-2,344,2347,1.35555994749791e-06
ptz,1975-7,345,3505,2.029817163990201e-06
pubertal,1970-10,423,9946,5.727811395197663e-06
pubis,1975-3,345,1362,7.870467785708152e-07
pubmed,1997-11,134,6072,5.794503482294759e-06
puc18,1985-9,251,801,5.121023250055475e-07
puc19,1985-1,249,801,5.068621603181207e-07
pudendal,1972-12,367,2985,1.7209125633694487e-06
pulpal,1974-12,400,3608,2.0826686180594328e-06
pulsatility,1975-2,348,5788,3.3429829467907554e-06
pulsed-field,1985-5,274,6574,4.181264802633037e-06
purging,1975-9,339,3169,1.8372408175709812e-06
purinergic,1971-12,370,3973,2.289249419557727e-06
puva,1976-10,374,3783,2.2105164665865086e-06
pvc,1974-1,400,5083,2.9322688678537763e-06
pvr,1975-1,380,7288,4.20721033693384e-06
pvuii,1979-10,317,1605,9.584216504453155e-07
pwm,1972-12,396,3828,2.206919025989363e-06
px,1974-2,371,3639,2.0993655260469733e-06
pyknotic,1974-6,361,1175,6.780173350613585e-07
pylori-associated,1988-2,212,772,5.152391554186149e-07
pylori-infected,1989-3,208,1426,9.737756508417353e-07
pylori-negative,1989-3,215,1372,9.369005560693273e-07
pylori-positive,1988-2,232,2364,1.5777530614114063e-06
pyrazinamide,1973-6,360,2142,1.2352537111731536e-06
pyrococcus,1989-1,218,1377,9.36510530207375e-07
pyrosequencing,1998-11,108,1215,1.2339203221960748e-06
pz,1975-1,340,3241,1.8709616770036462e-06
q-sepharose,1987-4,229,630,4.138854242280892e-07
q11,1975-2,369,2493,1.4398853639166124e-06
q21,1975-2,359,2745,1.5854333429406743e-06
q24,1975-3,336,1474,8.517672185120276e-07
q32,1975-7,341,2072,1.199937564561397e-06
qaly,1987-8,218,3792,2.506557478590375e-06
qlq-c30,1993-3,173,1168,8.979434313181993e-07
qs,1971-12,398,4419,2.5462353851058637e-06
qtl,1989-1,209,14126,9.607224219106303e-06
quadrants,1975-1,390,3487,2.0129723442492175e-06
quercetin,1974-2,388,11883,6.855388993134428e-06
quetiapine,1997-2,145,3495,3.197483631797678e-06
quin,1983-4,263,2115,1.3052912679146876e-06
quinoxalin-1-one,1995-8,161,918,7.786633874996947e-07
quinpirole,1985-4,278,3714,2.3591267861290954e-06
quorum-sensing,1995-7,150,1466,1.2391243362902239e-06
r-r,1972-4,383,4282,2.4677578674708445e-06
r>0,1995-10,139,531,4.5386123134900863e-07
rac1,1989-10,204,7204,4.993266745450445e-06
racing,1975-3,351,2492,1.4400297886919762e-06
raclopride,1985-4,264,2633,1.6724773365314776e-06
radiatum,1975-4,379,1932,1.1170372816939841e-06
radiculopathy,1975-2,351,2830,1.6345269072940285e-06
radiofrequency,1970-11,394,14894,8.577688887309292e-06
radioimmunoassays,1971-5,422,3884,2.2373519402903304e-06
radioimmunotherapy,1982-12,273,1971,1.2116687298651556e-06
radiolabel,1971-6,408,2960,1.7051518203583292e-06
radiolabelled,1970-7,410,7422,4.273809005603807e-06
radioligand,1971-7,406,10799,6.22112049392178e-06
radioligands,1975-4,348,1960,1.1332262278054912e-06
radiolucent,1973-11,406,2581,1.488759303136331e-06
radiopharmaceutical,1975-1,410,2766,1.5967540878099616e-06
radiopharmaceuticals,1974-8,392,2600,1.5004531192405414e-06
radioreceptor,1973-6,384,2220,1.2802349387508877e-06
raf-1,1987-10,235,5263,3.4898643639846227e-06
raji,1970-7,420,4432,2.5520778109453073e-06
raloxifene,1994-1,167,4841,3.839890702099838e-06
ralstonia,1996-10,151,1157,1.0395259443995722e-06
ramipril,1985-7,254,3348,2.135047768358602e-06
randomised,1975-1,414,31473,1.8168706220405973e-05
ranitidine,1979-3,354,9905,5.8880112680782786e-06
rankl,1997-11,133,6937,6.619972110783719e-06
rantes,1988-8,212,9328,6.288220387304653e-06
rap1,1987-12,228,3018,2.0075831444301033e-06
rape,1971-12,376,4130,2.379713089044403e-06
raphe,1970-9,424,11309,6.5125030147176335e-06
rarbeta,1996-1,150,1159,1.0030151596308363e-06
rarer,1970-8,397,2259,1.3008531624447239e-06
ras-transformed,1985-8,243,958,6.116887872136126e-07
rast,1975-1,400,5329,3.0763205111855693e-06
rate-pressure,1975-2,365,1757,1.0147928537510982e-06
raters,1975-1,390,4298,2.481145722851488e-06
rattus,1975-1,391,2328,1.3439058266166272e-06
rb+,1974-2,383,2764,1.594571671886187e-06
rbcs,1975-2,400,11806,6.818807303008234e-06
rcbf,1975-1,392,10672,6.160722930263163e-06
rcs,1972-5,365,3999,2.3047639540667105e-06
rdna,1971-7,418,18577,1.0701894195350025e-05
rds,1973-6,408,6268,3.6146453135543077e-06
reaction-restriction,1990-1,200,1881,1.312622039830393e-06
reaction-single,1991-1,185,543,3.896112805418319e-07
realised,1975-1,360,1711,9.877246002324093e-07
reanastomosis,1975-1,339,771,4.45082213196486e-07
reasoned,1975-2,353,1985,1.1464791204871543e-06
reassessment,1971-3,388,2210,1.2729664590929158e-06
rebleeding,1974-11,385,4514,2.605502404220417e-06
receptor-2,1992-8,173,1485,1.1188542893501068e-06
receptor-alpha,1988-6,219,2256,1.5156831005661643e-06
receptor-binding,1975-1,370,3619,2.0891731900883047e-06
receptor-independent,1979-11,306,1304,7.792308536246148e-07
receptor-ligand,1975-3,351,2343,1.3539284891273274e-06
receptor-mediated,1975-3,389,21662,1.2517626517915564e-05
receptor-negative,1975-3,357,1431,8.269191924631693e-07
receptor-operated,1982-2,279,834,5.083524263301987e-07
receptor-positive,1975-4,387,3205,1.8530561531207138e-06
recess,1973-5,375,2277,1.313044937976921e-06
recession,1975-2,400,4287,2.476048357445053e-06
recirculating,1971-2,402,1825,1.051168816379086e-06
recognise,1975-1,389,3452,1.9927675745191568e-06
recognised,1974-12,421,13233,7.638568132699687e-06
recognising,1975-3,351,1417,8.188291374705177e-07
recombinase,1981-4,300,3478,2.1037206017869037e-06
recurrence-free,1975-1,341,3819,2.2046290171172244e-06
reelin,1995-4,148,2006,1.6763620323892047e-06
refolding,1970-2,386,7864,4.527556904282874e-06
region-specific,1975-9,334,2818,1.6337471202003866e-06
registrations,1975-1,357,1566,9.040191256364424e-07
rehospitalization,1975-2,336,2078,1.2001932556031772e-06
reimplantation,1970-3,413,3974,2.2880329038062246e-06
reinfarction,1975-4,375,2744,1.5865167189276877e-06
reinnervation,1970-10,422,4507,2.5955405145943962e-06
relapse-free,1975-3,377,4277,2.4715118002550492e-06
reliabilities,1975-1,348,1653,9.542424103940226e-07
remifentanil,1993-7,171,5308,4.131185953148371e-06
remyelination,1974-11,361,2612,1.5076589011572285e-06
renin-angiotensin-aldosterone,1970-5,402,2356,1.3565637427379468e-06
reoperated,1975-1,369,1636,9.444286650965644e-07
reoperations,1971-2,399,3713,2.1386245562824913e-06
repeats,1971-12,415,42808,2.4666043078889296e-05
reperfused,1972-10,374,5274,3.0402739626954464e-06
reperfusion,1972-10,417,85078,4.9044449791088964e-05
reperfusion-induced,1979-12,290,1778,1.0631739752007303e-06
replication-competent,1979-9,299,1745,1.0413393807609073e-06
repositioned,1975-1,346,1266,7.308353850930626e-07
repositioning,1973-2,406,4780,2.756023341047656e-06
rer,1970-5,414,4075,2.346348578801839e-06
resp,1975-1,413,3025,1.7462693838124127e-06
respirable,1970-10,378,2645,1.5232315644779627e-06
restenosis,1975-3,363,23859,1.3787187290690955e-05
restimulation,1972-5,380,2136,1.2310517144002234e-06
restorations,1970-1,418,12398,7.137695402946608e-06
restructuring,1975-2,360,2919,1.685930757028717e-06
resurfacing,1976-3,328,3667,2.1335674154490654e-06
reticulata,1975-3,392,2847,1.6451704688627835e-06
retinitis,1970-11,417,7898,4.548582438026641e-06
retinoid,1976-5,380,9801,5.709442560442642e-06
retinoids,1976-3,380,8679,5.049695009185284e-06
retrieved,1970-1,417,17297,9.958115614193214e-06
retrobulbar,1975-2,400,2892,1.6703363307047104e-06
retrogradely,1975-2,404,5833,3.3689736573307663e-06
retroperitoneum,1974-2,397,2261,1.3043873191514722e-06
retrosternal,1975-1,343,1122,6.477071896322404e-07
retrotransposon,1985-9,266,1824,1.1661356314733067e-06
retrotransposons,1985-11,253,2189,1.403345233335491e-06
retroviral,1978-3,361,16575,9.781569480388564e-06
retrovirus,1977-3,384,9230,5.410538266819146e-06
retroviruses,1977-4,384,7101,4.165295807652939e-06
rett,1983-10,257,2225,1.3822289165256315e-06
revascularisation,1975-1,365,3355,1.9367714984101304e-06
revenue,1975-2,362,2512,1.4508592194779503e-06
reverse-phase,1970-9,399,6604,3.8030391643111906e-06
rflp,1982-3,309,12324,7.5179578400866864e-06
rflps,1983-4,285,2441,1.5064850992812068e-06
rfs,1975-9,341,4454,2.5822248663493687e-06
rgd-containing,1987-4,229,736,4.835232892569424e-07
rgds,1985-8,250,1175,7.502445980960279e-07
rgs4,1996-8,133,1005,8.951457990853965e-07
rhabdomyolysis,1972-7,384,4356,2.510733854098268e-06
rhabdomyosarcomas,1975-1,337,1120,6.465526313619511e-07
rhegmatogenous,1975-1,338,1279,7.383400138499425e-07
rheumatica,1975-4,344,1110,6.417760779918853e-07
rhg-csf,1986-9,237,2959,1.92382059373929e-06
rhgh,1988-2,233,3934,2.625583986291232e-06
rhinorrhea,1972-1,388,2165,1.2475395358287314e-06
rho-kinase,1996-5,143,2608,2.2943559805312e-06
rhoa,1990-1,218,9222,6.435406938498609e-06
rhodobacter,1986-1,280,2967,1.9075556510009164e-06
rhodococcus,1977-5,317,2630,1.5437149888485403e-06
rhuepo,1986-9,247,3982,2.5889332897160705e-06
rias,1976-10,326,1099,6.421775302084517e-07
ribavirin,1975-3,353,9411,5.438250538274554e-06
riboprobes,1988-3,234,967,6.464337661981069e-07
ribotype,1989-8,204,1104,7.619255216146262e-07
ribotypes,1991-5,210,1202,8.708177100371112e-07
ribotyping,1989-8,229,2129,1.4693291988383507e-06
ribozyme,1983-7,260,7267,4.499431831412834e-06
ribozymes,1986-9,238,3550,2.3080645852566677e-06
ricin,1972-10,392,5150,2.9687923602354096e-06
ricinus,1971-2,419,2999,1.7273727563402076e-06
rightward,1972-4,396,4146,2.3893797567805046e-06
rinm5f,1983-2,271,1328,8.179379563744649e-07
risky,1975-2,349,5283,3.051309417397298e-06
risperidone,1988-2,216,8957,5.977975537674267e-06
ritanserin,1985-2,258,1714,1.085954740061131e-06
ritonavir,1995-12,166,4136,3.5632441005230034e-06
rituximab,1998-9,133,8890,8.929331804651817e-06
rivastigmine,1998-4,124,1300,1.2719485795805318e-06
rl,1973-2,391,5889,3.395443819127541e-06
roc,1975-2,341,14165,8.181298106650146e-06
rocuronium,1992-2,198,2752,2.039609921341539e-06
rofecoxib,1999-2,125,3903,4.030453129016367e-06
rolipram,1981-9,280,3440,2.0886542965274015e-06
roof,1971-12,412,3618,2.084697810208874e-06
ros,1975-3,367,44448,2.568476887952687e-05
roscovitine,1996-6,137,1066,9.415377658848663e-07
rosiglitazone,1997-12,137,5978,5.7313557642765935e-06
rostrocaudal,1975-6,379,2540,1.470093609055571e-06
rotavirus,1975-1,407,16182,9.341530964909905e-06
rotaviruses,1975-1,384,2654,1.5320988246737665e-06
roux-en-y,1974-10,378,3347,1.931774525770709e-06
roxithromycin,1986-5,252,1682,1.0874569146758016e-06
rp-hplc,1979-3,320,3433,2.0407413107837184e-06
rpe,1975-1,376,19547,1.1284075254671481e-05
rpmi,1970-6,396,3141,1.8086263933518675e-06
rrnas,1974-7,388,1982,1.1437436511912315e-06
rt-pa,1984-3,280,4001,2.500236007031436e-06
rt-pcr,1989-7,237,75651,5.210610290569269e-05
rt3,1975-6,369,3900,2.257230344612885e-06
rtk,1989-6,199,1481,1.0177436450763942e-06
rtks,1990-11,190,1071,7.647521132500111e-07
rts,1975-1,355,4157,2.399749364796099e-06
ru486,1985-2,277,3175,2.0116139438121883e-06
rubisco,1983-9,260,3143,1.9502106142145515e-06
run-off,1972-10,364,1575,9.079316441496641e-07
rvlm,1987-2,235,3312,2.1693195969431437e-06
rxr,1991-7,218,6073,4.421615598695642e-06
rxralpha,1995-8,160,1837,1.5581749921971015e-06
rxrs,1992-3,188,926,6.881430709073575e-07
ryr,1990-2,210,3371,2.357428382011094e-06
ryr1,1990-12,190,2275,1.6281826376765563e-06
ryrs,1992-7,174,1309,9.83647011213918e-07
s-200,1977-12,331,1233,7.264551810500708e-07
s-transferase,1971-1,388,11106,6.396590225067408e-06
s6k,1994-3,158,1757,1.4026284318000872e-06
s6k1,1999-6,106,1239,1.3091841707258323e-06
s9,1973-1,390,5192,2.9934308911179302e-06
saa,1975-2,370,7251,4.187969825013781e-06
sacrococcygeal,1975-3,335,1144,6.610730651138125e-07
sacrum,1975-1,394,2597,1.4991939139705242e-06
salmeterol,1988-9,218,3983,2.689600066430353e-06
sao2,1975-2,360,4883,2.820280879263866e-06
sapk,1994-11,178,2945,2.4166138607133912e-06
saquinavir,1994-9,170,2292,1.8673861682760289e-06
sarafotoxin,1989-1,202,1095,7.447197026703526e-07
sb202190,1997-4,137,864,7.976694624261207e-07
sb203580,1996-3,159,4068,3.548677620483631e-06
sba,1976-1,343,2818,1.6377148295020277e-06
sca,1976-11,320,4240,2.4791273381959653e-06
scaffold,1975-5,338,16694,9.656959870735801e-06
scanner,1970-11,421,12577,7.243292140169798e-06
scanners,1974-8,379,3593,2.0735107913197172e-06
scapula,1975-1,378,2325,1.3421739892111933e-06
scatchard,1970-6,431,9185,5.288835855758327e-06
sce,1975-1,406,8283,4.781603076402716e-06
sces,1975-7,356,2861,1.6568635966265236e-06
scfv,1991-6,203,6165,4.4768782017953016e-06
sch23390,1985-5,267,1462,9.298766567461972e-07
schizoaffective,1975-1,344,3179,1.835170370624681e-06
schizonts,1971-7,379,1496,8.618201925092122e-07
school-age,1974-12,355,2336,1.348424027657105e-06
schoolchildren,1975-1,414,6185,3.5704714508693463e-06
schwannoma,1975-1,390,5232,3.0203244350765433e-06
schwannomas,1975-1,365,3778,2.180960572576296e-06
sci,1970-10,431,26679,1.536419467247923e-05
scid,1975-3,336,15463,8.935465739383639e-06
scintigraphic,1974-8,416,7360,4.24743652215784e-06
scintigraphy,1970-5,422,30102,1.733246255683263e-05
sclc,1981-5,315,9618,5.822165295271612e-06
scleral,1975-2,415,7457,4.306949522152498e-06
scn5a,1995-3,152,1041,8.666791046635055e-07
scoliosis,1971-3,421,12532,7.218468626856299e-06
screenings,1974-5,346,2080,1.2001681694103104e-06
sdf-1alpha,1997-7,141,1726,1.6161825606860166e-06
sds-page,1972-11,402,23701,1.3663476925931755e-05
sds-polyacrylamide,1971-9,414,5642,3.2504980508231733e-06
sealant,1975-1,344,3679,2.1238099381969806e-06
seasonality,1975-2,343,3035,1.7529290330874123e-06
second-degree,1972-7,375,1784,1.028271165222982e-06
second-look,1975-6,355,2619,1.515816992959268e-06
second-trimester,1974-12,341,1990,1.1487002632866604e-06
secretagogue,1970-3,394,3160,1.8193719114312204e-06
sectional,1972-6,400,6676,3.84776967177893e-06
selectins,1990-2,216,1565,1.0944453924198642e-06
selections,1973-1,359,1902,1.096591978988117e-06
self-assessment,1975-3,369,3316,1.9161873111166104e-06
self-association,1971-5,400,3314,1.909007294058227e-06
self-expanding,1987-2,244,1631,1.0682851034463367e-06
self-help,1975-6,354,3119,1.8052054986788685e-06
self-monitoring,1975-2,343,2384,1.3769300872752523e-06
self-rated,1975-1,345,5054,2.9175687490208047e-06
self-rating,1975-2,386,2249,1.2989579556552192e-06
self-ratings,1975-4,349,1295,7.487387576571995e-07
self-renewal,1975-4,348,4613,2.667128871870781e-06
self-report,1975-1,416,16301,9.410227181992112e-06
self-reported,1975-1,398,28388,1.6387800088484883e-05
self-reports,1975-2,363,4024,2.324147093622322e-06
self-splicing,1983-12,258,846,5.267817481504246e-07
sellar,1975-5,358,1700,9.833971355128108e-07
semaphorin,1993-12,164,1127,8.908355395833232e-07
semaphorins,1995-5,143,746,6.258014599870885e-07
semithin,1975-1,356,1196,6.904258456329407e-07
sensitisation,1975-2,339,2490,1.4381526498806118e-06
sensitised,1975-1,342,1202,6.938895204438083e-07
sensorineural,1971-3,419,8081,4.654679618067807e-06
sep,1971-1,385,7074,4.0743273232601156e-06
sep-pak,1979-2,306,1033,6.136875653133181e-07
sephacryl,1977-10,368,2820,1.6597058856858549e-06
seps,1975-8,354,3822,2.2146230661767393e-06
sequence-tagged,1990-10,193,541,3.853614455794796e-07
sequencing,1971-11,425,75346,4.3412512816582774e-05
serca,1991-9,194,2696,1.9723876613585033e-06
serms,1996-6,138,1126,9.945323868539957e-07
seroconversion,1970-3,423,10932,6.29410561258421e-06
seroconverted,1975-5,365,2263,1.309075128038524e-06
seropositivity,1975-1,372,7326,4.229146944069335e-06
serostatus,1987-10,235,1809,1.1995372666631546e-06
serotoninergic,1974-6,408,3052,1.7611139630700137e-06
serovar,1975-1,377,9235,5.331172813060374e-06
serovars,1975-1,379,4660,2.6901207697738325e-06
serpin,1986-5,264,2593,1.6764421996161437e-06
serpins,1986-7,242,1374,8.908722451309235e-07
sertoli,1971-5,420,15949,9.187313618869845e-06
sestamibi,1989-9,220,3184,2.2020084181288e-06
sex-,1974-9,383,3938,2.272729682236268e-06
sex-related,1973-2,390,2449,1.4120295318463827e-06
sex-specific,1975-1,400,5289,3.0532293457797856e-06
sf-36,1991-7,204,12764,9.293183188169138e-06
sf9,1987-3,258,3715,2.4369458097829663e-06
sga,1975-2,364,7356,4.2486148162738075e-06
sh-sy5y,1981-11,275,4275,2.599615627461583e-06
shbg,1975-6,381,8064,4.667257820245718e-06
short-axis,1979-7,336,2012,1.1991519399608608e-06
shp-2,1996-8,159,2656,2.3656788481301623e-06
shp2,1995-3,145,1228,1.0223649764906675e-06
shr,1975-2,413,36192,2.0903462130312892e-05
sialylated,1973-7,355,2960,1.7070509958803156e-06
sialyltransferase,1973-2,361,1594,9.190588296296995e-07
sicam-1,1991-12,206,4380,3.2290393435442636e-06
sided,1975-1,368,2127,1.2278727204525626e-06
siderophore,1976-4,332,2709,1.5771577067076903e-06
sids,1975-3,374,7528,4.35013814176292e-06
signal-regulated,1990-7,217,11168,7.901012850986083e-06
signal-regulating,1997-10,122,332,3.15233115620114e-07
signal-transducing,1985-1,255,1003,6.346850771524034e-07
signal-transduction,1985-12,257,1261,8.094934516088217e-07
signalosome,1998-4,117,499,4.882325701620657e-07
significative,1973-11,354,1121,6.466095229817229e-07
sil-2r,1987-3,250,4018,2.6357061275122363e-06
sildenafil,1996-6,145,8486,7.4952058924005395e-06
silicosis,1974-11,363,2544,1.4684089757059683e-06
simvastatin,1987-9,256,10650,7.050797462373107e-06
single-agent,1975-2,357,3538,2.0434474197902025e-06
single-blind,1970-7,400,4188,2.411575332183878e-06
single-channel,1971-10,376,6589,3.796250306160904e-06
single-copy,1971-1,376,3299,1.9000856431205996e-06
single-pass,1974-11,352,1350,7.792264611647237e-07
single-photon,1975-1,344,4533,2.6168063196104683e-06
singleton,1975-1,391,9272,5.352532141060724e-06
sirolimus,1994-8,164,4563,3.7047999848151104e-06
sister-chromatid,1976-4,339,1367,7.958562514098977e-07
site-specific,1971-4,414,15749,9.07181081330414e-06
size-exclusion,1977-8,316,3254,1.9131484741763423e-06
skinfold,1974-9,412,5496,3.1718949551982045e-06
skinfolds,1975-1,351,1939,1.119344243045378e-06
skp1,1996-1,141,667,5.772313300032509e-07
skp2,1998-1,120,1969,1.8978347404891186e-06
sleepiness,1975-8,364,8953,5.187734252088003e-06
sling,1975-1,383,4285,2.4736410940946078e-06
smad,1996-6,154,4680,4.1335804355920955e-06
smad1,1996-6,149,1416,1.2506730548714546e-06
smad3,1996-10,146,3598,3.232683101080087e-06
smad4,1997-4,151,3326,3.0706581389227747e-06
smad7,1997-6,136,1947,1.8141742051211095e-06
smads,1996-10,152,1571,1.4114911483593152e-06
smai,1976-8,343,1335,7.791126220630565e-07
small-bowel,1971-3,392,3034,1.7475928673700935e-06
smcs,1981-5,287,8712,5.27372676776942e-06
smn1,1998-5,114,870,8.557450486134106e-07
smoothly,1970-4,387,2724,1.5683988723453932e-06
smrt,1995-10,150,1020,8.718238342297341e-07
sn-2,1975-5,342,2263,1.309075128038524e-06
sn-38,1990-1,196,2275,1.587567857849093e-06
snap-25,1989-12,204,2652,1.8462669047786605e-06
snrna,1977-5,315,2996,1.7585437667643449e-06
snrnp,1979-9,307,2855,1.7037386430214272e-06
so2,1975-1,388,5264,3.0387973674011704e-06
soc,1975-1,405,8455,4.880895087647587e-06
sociodemographic,1975-2,382,11610,6.705603319322852e-06
socs1,1998-12,110,1028,1.0496305427098794e-06
socs3,1998-12,115,1623,1.6571501661655001e-06
sod,1975-9,390,29400,1.704477123275066e-05
solfataricus,1983-6,261,1290,7.978069866707473e-07
somatization,1975-8,336,2552,1.478733140995039e-06
somatostatin,1973-3,422,33188,1.9136255681594848e-05
sonogashira,1999-11,102,424,4.6184032295421963e-07
sonograms,1975-6,373,2271,1.314402592978426e-06
sonographic,1975-3,402,16065,9.283338104067656e-06
sonographically,1975-8,363,3042,1.762659175120262e-06
sonography,1975-1,414,27034,1.5606164139499097e-05
sos,1975-6,363,7250,4.1961333329342085e-06
sox9,1994-12,160,2658,2.1886713740579837e-06
sp-c,1986-8,232,2291,1.4874403082202259e-06
sp1,1975-12,358,16292,9.46234703136945e-06
sp2,1975-11,334,1552,9.008724725258754e-07
spacers,1974-9,357,3467,2.0009024398966837e-06
sparfloxacin,1990-4,206,1913,1.3439752331991108e-06
spearman,1974-1,364,8626,4.9761462235110516e-06
specialised,1973-3,392,3442,1.984662891890125e-06
spect,1979-11,323,29776,1.7793234583992738e-05
spermatid,1974-1,378,2163,1.2477862603123585e-06
spermiogenesis,1975-2,368,1881,1.0864117005724621e-06
sphaeroides,1975-5,393,3252,1.8811808733456827e-06
sphingomonas,1991-11,182,1310,9.63382887917925e-07
spiked,1970-6,399,8791,5.0619658146947685e-06
spin-lattice,1971-3,412,1959,1.1283897255036299e-06
spiperone,1976-3,350,2905,1.6902136192744845e-06
spirometric,1972-5,403,3008,1.7336158974325242e-06
spirometry,1972-5,415,7755,4.469478485568227e-06
splenocytes,1972-1,416,13628,7.852872422297436e-06
splice,1975-1,368,23311,1.3456953919355754e-05
spliced,1975-9,374,12415,7.197647444033995e-06
spliceosome,1985-5,267,1840,1.170296202744872e-06
splicing,1972-1,381,39696,2.287405515670084e-05
spoligotyping,1996-3,135,703,6.132547608652882e-07
sport,1970-3,407,8625,4.965848967118442e-06
sporting,1975-1,341,1816,1.0483389094225923e-06
sprague,1974-3,391,2844,1.640820330963015e-06
spreadsheet,1984-12,244,914,5.775509162553036e-07
sprouting,1970-10,413,7462,4.2972982737748805e-06
sprouts,1972-3,381,2652,1.52830013700427e-06
sr-bi,1994-8,153,2686,2.180822432437735e-06
sr141716a,1994-8,167,1225,9.946044228355272e-07
sr2+,1974-1,391,2468,1.4237339299356916e-06
src,1975-2,400,22462,1.2973407558882851e-05
srebp,1993-7,159,1119,8.709112813815047e-07
sri,1975-2,358,3857,2.227692678951614e-06
srif,1975-2,369,6191,3.5757441989601876e-06
ssb,1974-4,354,4732,2.7302335867096457e-06
sscp,1989-4,220,5530,3.7843639553906816e-06
ssdna,1975-8,338,5409,3.13419575221088e-06
ssri,1989-11,199,3585,2.4903884793875923e-06
ssris,1991-12,201,4809,3.5453082655489413e-06
st-segment,1970-10,416,9290,5.350026931569102e-06
sta,1975-7,334,3041,1.7611052769455639e-06
stabilisation,1975-2,389,3423,1.977026715076841e-06
stabilised,1975-1,374,2088,1.2053588341819233e-06
stance,1974-12,382,7140,4.121467276314953e-06
standardised,1975-2,413,10926,6.310544519114684e-06
stannous,1974-2,349,1145,6.605588148732577e-07
stapled,1978-11,322,2462,1.4598655985113516e-06
stapler,1975-3,339,2009,1.1609228914454977e-06
stapling,1975-1,364,1986,1.1464763623971741e-06
stat1,1994-4,186,6561,5.2554436080740005e-06
stat2,1994-7,164,848,6.863184862861835e-07
stat3,1994-4,185,13353,1.0695921124617e-05
stat5,1994-9,180,4928,4.0150432099756854e-06
stat5a,1995-5,160,1364,1.144226798153336e-06
stat5b,1995-5,155,1252,1.0502726915601002e-06
stat6,1995-6,171,2721,2.290825425014164e-06
staurosporine,1986-3,267,9198,5.929497883376188e-06
stavudine,1992-9,179,1892,1.4294262835553902e-06
staying,1974-2,363,1854,1.0695860635589692e-06
steal,1972-5,386,2200,1.2679371590264473e-06
stem-loop,1979-4,313,4294,2.554209570784818e-06
stemming,1972-3,371,1804,1.039612913708787e-06
stenoses,1974-1,421,14749,8.508367800900127e-06
stenotrophomonas,1993-7,179,1048,8.156523886396934e-07
stent,1975-1,393,51012,2.94481632419963e-05
stent-grafts,1994-12,152,1013,8.341324687436936e-07
stenting,1975-4,334,17703,1.023546117900031e-05
stents,1975-1,366,25305,1.4608048514834084e-05
stereoselectivity,1974-1,373,3365,1.9411931419098876e-06
stereotypes,1975-1,338,1775,1.0246704648816638e-06
sternotomy,1975-1,410,5617,3.242576902107214e-06
sti571,1999-11,113,1598,1.7406151794359505e-06
stigmata,1971-3,401,1563,9.002925681277047e-07
stimulus-induced,1976-1,345,1304,7.578353930697815e-07
stoichiometries,1975-1,346,1281,7.394945721202316e-07
store-operated,1993-6,172,1963,1.5228866835162324e-06
strata,1970-12,405,5061,2.914833308412209e-06
strategies,1971-5,425,166202,9.573953840889121e-05
stratify,1978-10,302,2113,1.2521300232414355e-06
streptavidin-coated,1988-9,206,542,3.6599629324761523e-07
streptozotocin-induced,1973-3,397,3901,2.249323050919052e-06
stress-related,1974-8,352,3876,2.2368293423755145e-06
stressor,1971-6,388,6168,3.553167712152086e-06
stride,1974-12,345,3375,1.9481725570816477e-06
stridor,1975-1,377,2357,1.3606469215358205e-06
stringency,1975-2,344,2017,1.1649614035378288e-06
stroke-prone,1975-5,345,1584,9.162947427366425e-07
structure-based,1990-9,209,2979,2.116958181745229e-06
stx1,1996-5,140,901,7.926436880592834e-07
stx2,1996-7,143,1185,1.0513310196716721e-06
stz,1975-3,353,8111,4.687031146099767e-06
subchondral,1975-1,397,4369,2.522132541446754e-06
subchronic,1974-5,362,3489,2.0131667034002752e-06
subclassification,1975-3,355,1154,6.668516758228494e-07
subclone,1974-1,370,2116,1.2206730128622056e-06
subcloned,1973-1,359,4157,2.3967049719524722e-06
subcloning,1974-3,351,1903,1.0979188079545069e-06
subcostal,1975-3,336,993,5.738160434073564e-07
subependymal,1975-1,384,1689,9.750244592592282e-07
subepithelial,1970-9,423,5470,3.15000366880409e-06
subgenomic,1974-3,369,2903,1.6748598525969171e-06
subgingival,1975-1,383,4781,2.7599715451263293e-06
subglottic,1975-1,385,2839,1.6388954646755174e-06
subiculum,1975-5,356,2116,1.224040199261828e-06
subjacent,1972-1,389,1423,8.199763323253047e-07
submucous,1971-6,388,2547,1.4672370562340084e-06
subpleural,1975-4,344,1160,6.70684910333862e-07
subregion,1975-2,394,2133,1.231959679596524e-06
subregions,1973-5,389,3664,2.112866338492507e-06
subretinal,1975-1,408,5520,3.186580825998188e-06
subsample,1974-8,380,3426,1.9771355332761905e-06
subscale,1975-10,359,8078,4.6861229238542236e-06
subscales,1975-3,387,10773,6.225297316845369e-06
subscapular,1975-2,360,1706,9.853367151390858e-07
subsets,1970-11,415,38009,2.1889980993536922e-05
subspecialty,1975-2,356,2452,1.4162049387579357e-06
substrate-1,1990-1,202,1163,8.11578645572965e-07
subtalar,1975-7,332,2321,1.3441385556694027e-06
subtest,1975-1,375,1907,1.1008713107207507e-06
subtests,1975-2,396,2474,1.4289115083552744e-06
subthalamic,1975-2,361,3593,2.0752138437835495e-06
